participant_id,video_id,survey_batch_id,age,gender,race,education,income,sen_seek,human_perceived_msv,predicted_msv,cot_reasoning,human_emotional,human_arousing,human_involving,human_exciting,human_powerful_impact,human_stimulating,human_strong_visual,human_strong_soundeffect,human_dramatic,human_graphic,human_creative,human_goosebump,human_intense,human_strong_soundtrack,human_novel,human_unique,human_unusual,ai_emotional,ai_arousing,ai_involving,ai_exciting,ai_powerful_impact,ai_stimulating,ai_strong_visual,ai_strong_soundeffect,ai_dramatic,ai_graphic,ai_creative,ai_goosebump,ai_intense,ai_strong_soundtrack,ai_novel,ai_unique,ai_unusual
767,980,8_116,24,Male,Black or African American,2.0,2.0,3.625,5.764705882,3.1176470588235294,"1. The video features a young woman in a windy, rural setting, with a strong focus on sensory details like her hair blowing and her boots stepping into thick, wet mud. The production uses close-up shots and a rhythmic soundtrack to emphasize these textures and movements.
2. As a 24-year-old male with a moderate-to-high sensation-seeking score (3.62), I would find the tactile and visual elements of the video—specifically the mud-stepping and the wind—somewhat engaging. While it lacks high-adrenaline action, the clear visuals and sensory focus provide enough stimulation to keep it interesting for a short duration.
3. I am mapping the sensory and production elements (visuals, sound effects, and soundtrack) to higher scores, while the emotional and dramatic elements receive lower scores because the video is more of a lifestyle aesthetic than a narrative or high-stakes event. The novelty scores are moderate, reflecting that while the content is a bit niche, it fits within common social media trends.",7.0,6.0,6.0,7.0,6.0,5.0,5.0,4.0,6.0,5.0,7.0,7.0,4.0,5.0,6.0,7.0,5.0,2,3,3,3,2,4,5,4,2,3,4,1,2,4,4,3,4
768,980,8_116,24,Male,Black or African American,5.0,5.0,2.875,4.0,2.2941176470588234,"1. The video features a young woman outdoors in a windy environment, wearing a red jacket and fleece. It includes shots of her hair blowing in the wind, her smiling, and a close-up of her stepping into thick mud with green rain boots. The music is rhythmic and upbeat, and the editing is typical of lifestyle or aesthetic social media content.
2. As a 24-year-old male with a moderate sensation-seeking score (2.88), I find this video to be pleasant and well-produced but lacking in high-intensity or ""sensational"" elements. It feels like a standard, artistic clip one might scroll past on a feed. It isn't particularly exciting or impactful, though the sound of the mud is a clear, specific detail.
3. The ratings reflect a low-to-moderate level of sensation. Novelty and Dramatic Impact scores are low because the content (nature, hair flips, mud) is very common on social media. Emotional Arousal scores are also low, as the video is more of a calm aesthetic piece than a stimulating or intense experience. The sound effect of the mud squelching earns a slightly higher score than the other categories.",4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,2,3,2,2,2,3,4,2,2,3,1,2,3,2,2,2
777,980,8_116,36,Male,Black or African American,3.0,1.0,2.375,4.058823529,1.7647058823529411,"1. The video depicts a woman outdoors in a red jacket, experiencing a windy day and stepping into mud with rain boots. It features close-up shots of her face and hair blowing in the wind, as well as a shot of her boots in the mud.
2. As a 36-year-old male with a lower sensation-seeking score (2.38), I would likely find this video pleasant but quite mundane. It lacks the high-energy, high-stakes, or shocking elements that typically characterize ""sensational"" content. The pace is slow and the subject matter is everyday nature-walking.
3. Because the video is relatively ordinary and lacks intensity, I will rate the items related to dramatic impact, emotional arousal, and novelty on the lower end of the scale. The visuals are clear but not ""strong"" in a sensational sense, and the overall experience is undramatic and not particularly unique.",5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,1,2,2,1,2,3,2,1,1,3,1,1,2,2,2,2
708,995,8_21,29,Male,White or Caucasian,2.0,3.0,3.25,3.882352941,2.4705882352941178,"1. The video is a ""Fashion Nova Haul"" featuring a young woman showcasing several different outfits (a brown turtleneck, a green set, a black dress, and a tan top with purple pants). It uses quick cuts, transitions, and upbeat background music.
2. As a 29-year-old male with a moderate sensation-seeking score, I would find the video visually appealing due to the model and the clean production, but ultimately unoriginal. It's a standard social media format that doesn't offer much in terms of story or high-intensity excitement.
3. Ratings for novelty and drama will be low because the content is very common and lacks a narrative. Emotional arousal ratings will be moderate, reflecting the visual quality and the attractiveness of the subject, but won't reach high levels because the video lacks a ""powerful impact"" or ""intensity.""",4.0,6.0,6.0,5.0,4.0,6.0,6.0,4.0,3.0,1.0,6.0,2.0,1.0,4.0,3.0,2.0,3.0,2,4,3,3,2,3,4,2,2,2,3,1,2,3,2,2,2
723,995,8_21,51,Male,American Indian/Native American or Alaska Native,4.0,5.0,2.875,1.882352941,1.2352941176470589,"1. **Summarize the video's main characteristics:** The video is a standard ""fashion haul"" featuring a woman modeling several different outfits from the brand Fashion Nova. It uses quick cuts, posing, and text overlays to showcase the clothing and accessories in a lifestyle/influencer format.
2. **Explain how this respondent would likely react to it:** As a 51-year-old male with a moderate sensation-seeking score, this content is likely perceived as uninteresting and routine. The subject matter (fast fashion hauls) is generally targeted at a much younger, female audience. He would likely view it as a common social media advertisement or vanity post with very little personal relevance or emotional pull.
3. **Explain how you map that reaction to the rating scales:** Because the content is highly conventional and lacks any dramatic, intense, or novel elements, the ratings will be at the lowest end of the scale for novelty and drama. Emotional arousal will also be very low, though slightly higher for ""strong visuals"" or ""arousing"" simply due to the clear production and the presence of a model, though still not reaching a level of high sensation.",1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1
733,995,8_21,26,Male,White or Caucasian,3.0,3.0,3.625,1.882352941,2.7058823529411766,"1. **Summarize the video's main characteristics:** The video is a standard ""Fashion Nova Haul"" featuring a young woman modeling four different outfits: a tan turtleneck sweater, a green velour-style two-piece set, a black mini-dress, and a tan polo-style top with brown pants. The video uses quick cuts, poses, and accessories (handbags) to showcase the clothing in a typical social media influencer style.
2. **Explain how this respondent would likely react to it:** As a 26-year-old male with a moderate-to-high sensation-seeking score (3.62), the respondent likely finds the visual presentation polished but the content itself somewhat repetitive. While he might find the model attractive (leading to moderate scores in ""arousing"" or ""stimulating""), the format is extremely common on Instagram, which lowers the novelty and dramatic impact for someone seeking higher levels of stimulation.
3. **Explain how you map that reaction to the rating scales:** The ""Strong visual"" and ""Stimulating"" categories receive moderate-to-high scores because the video is well-produced and features an attractive subject. However, ""Novelty"" and ""Dramatic Impact"" scores are low because the ""haul"" format is a ubiquitous social media trope. ""Emotional"" and ""Powerful impact"" scores are low because the video is purely commercial/aesthetic and lacks a narrative or emotional hook.",1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,2,4,3,3,2,4,5,3,2,2,3,1,2,4,2,2,2
760,995,8_21,57,Female,White or Caucasian,4.0,2.0,2.5,1.0,2.0588235294117645,"1. The video is a standard fashion haul featuring a young woman showcasing several outfits from the brand Fashion Nova with quick cuts and upbeat background music.
2. As a 57-year-old woman with a lower sensation-seeking score (2.50), I would likely find this video to be typical social media content that is somewhat repetitive and lacks depth. While the production quality is clear, it doesn't offer much in terms of emotional or dramatic engagement for my demographic.
3. I am mapping this lack of engagement to low scores (1-2) for novelty, drama, and emotional impact. I'm giving slightly higher scores (3-4) for visual and audio clarity, as the video is well-produced for what it is, even if it isn't particularly exciting or unique.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2,2,2,2,4,2,2,1,2,1,2,3,2,2,2
776,995,8_21,51,Female,Black or African American,6.0,4.0,4.125,2.882352941,4.235294117647059,"1. The video is a standard fashion haul reel featuring a young woman modeling several outfits from the brand Fashion Nova. It uses quick cuts, upbeat music, and confident posing to showcase the clothing and accessories.
2. As a high sensation-seeker (4.12), I am naturally drawn to the fast-paced editing, the vibrant visual presentation, and the overall energy of the video. Being a Black woman with a graduate degree, I appreciate the representation and the polished production quality, though I recognize that this specific ""haul"" format is very common on social media platforms.
3. I will rate the visual and stimulating aspects highly because they cater to my preference for sensory input. However, since the content is a typical influencer-style video, the novelty and dramatic impact scores will be more moderate. It is exciting and well-made, but not necessarily ""intense"" or ""unique"" in the broader landscape of digital content.",1.0,4.0,4.0,4.0,1.0,4.0,6.0,1.0,5.0,6.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,4,5,5,6,4,6,6,4,3,2,5,2,4,5,4,4,3
782,995,8_21,48,Male,Black or African American,5.0,3.0,1.875,5.176470588,1.2352941176470589,"1. The video is a standard fashion haul featuring a woman showcasing several outfits from Fashion Nova. It uses typical social media transitions and posing styles common to Instagram Reels and TikTok.
2. As a 48-year-old male with a low sensation-seeking score (1.88), I would likely find this content very routine and unengaging. It lacks the intensity, novelty, or emotional depth that would typically trigger a high sensation response. The content is predictable and fits into a very common genre of online media.
3. Given my preference for less stimulating content and the ordinary nature of a fashion haul, I would rate the novelty, emotional arousal, and dramatic impact items very low. The visuals and soundtrack are functional for the format but not ""strong"" or ""powerful"" in a sensational sense.",4.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,4.0,6.0,7.0,4.0,5.0,1.0,6.0,4.0,5.0,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1
792,995,8_21,30,Male,Asian,6.0,5.0,2.5,3.058823529,1.8235294117647058,"1. The video is a standard ""Fashion Nova Haul"" featuring a woman modeling four different outfits with quick transitions and poses. It follows a very common social media influencer format designed to showcase clothing and accessories.
2. As a 30-year-old male with a graduate degree and a moderate-to-low sensation-seeking score (2.50), I would likely perceive this video as routine and commercial. While the production is clear and professional, the content lacks the complexity, novelty, or high-energy stimulation that would trigger a strong emotional or dramatic response. It feels like a typical advertisement or social media post rather than a unique or impactful piece of media.
3. The ratings reflect this sense of normalcy. Novelty scores are low because the ""haul"" format is ubiquitous. Emotional arousal and dramatic impact scores are also low because the video is pleasant but not intense, exciting, or emotionally moving. Visual and soundtrack scores are moderate, acknowledging the clear production quality without suggesting they are ""powerful"" or ""strong"" in a cinematic sense.",3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,2,3,2,2,1,2,3,2,1,1,2,1,1,3,2,2,1
801,995,8_21,50,Male,Black or African American,5.0,2.0,1.0,3.470588235,1.0,"1. The video is a standard fashion haul featuring a young woman modeling several different outfits from the brand Fashion Nova. It uses typical social media influencer editing techniques, such as quick cuts and posing to show off the clothing and accessories.
2. As a 50-year-old male with a sensation-seeking score of 1.00, I find this content to be entirely uninteresting and lacking in substance. This type of social media trend is very common and does not provide any intellectual stimulation or emotional resonance for someone with my demographic profile and low preference for excitement or novelty.
3. Given my very low sensation-seeking score, I perceive the video as mundane, repetitive, and completely lacking in impact. Therefore, I have rated all categories at the lowest end of the scale, as the video provides no arousal, drama, or novelty from my perspective.",4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
807,1197,9_96,19,Female,Black or African American,3.0,2.0,3.5,4.176470588,4.764705882352941,"1. The video depicts a massive anti-vaccine/anti-passport protest in a major city. It features a very large, dense crowd of people carrying various signs and flags, accompanied by a loud, rhythmic drum corps and chanting. The camera moves through the crowd, creating an immersive feeling of being part of the march.
2. As a 19-year-old college student with a moderate-to-high sensation-seeking score (3.50), I would find this video quite stimulating. The sheer scale of the crowd and the persistent, loud drumming create a high-energy atmosphere that captures attention. While protests are a known social phenomenon, the visual density and the specific auditory intensity of the drums make it stand out more than a typical news clip.
3. The ratings reflect the high level of sensory input. The ""Strong sound effects"" and ""Intense"" categories receive high scores due to the drumming. ""Strong visuals"" is rated highly because of the massive number of people and signs. Novelty scores are moderate because while the event is large, the concept of a street protest is familiar. Emotional and dramatic scores are elevated due to the collective energy and the controversial nature of the subject matter.",4.0,6.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,5,5,5,5,5,6,6,6,5,3,3,4,6,5,4,4,4
824,1197,9_96,59,Female,White or Caucasian,6.0,6.0,1.5,3.882352941,2.6470588235294117,"1. The video depicts a large-scale protest march through a city street, characterized by a dense crowd, numerous political and religious banners (specifically anti-vaccine and anti-lockdown themes), and loud auditory elements like drums, bagpipes, and chanting.
2. As a 59-year-old female with a graduate degree and a very low sensation-seeking score (1.50), the respondent likely values social order, scientific consensus, and quiet environments. She would likely find the chaotic nature, loud noise, and confrontational messaging of the protest to be unappealing, stressful, or mundane rather than exciting or novel.
3. The ratings reflect a low level of perceived sensationalism. While the respondent would acknowledge the objective intensity of the noise and the size of the crowd, she would rate the ""positive"" sensational qualities (like exciting, creative, or unique) very low. The lack of graphic content or cinematic production also keeps those specific scores at the minimum.",4.0,5.0,6.0,3.0,5.0,5.0,4.0,5.0,5.0,2.0,2.0,1.0,5.0,4.0,3.0,4.0,3.0,3,2,2,2,3,2,4,5,4,1,1,1,4,4,2,2,3
837,1197,9_96,45,Female,nan,3.0,nan,3.25,5.352941176,4.470588235294118,"1. **Summarize the video's main characteristics:** The video captures a large-scale protest march through a modern city street. The crowd is dense, carrying numerous signs and flags with anti-vaccine and anti-mandate slogans. The audio is dominated by loud chanting, shouting, and a live band featuring drums and bagpipes, creating a high-energy and chaotic atmosphere.
2. **Explain how this respondent would likely react to it:** As a 45-year-old with a moderate sensation-seeking score (3.25), the respondent would likely find the video's sensory input—the sheer volume of the crowd and the persistent, loud drumming—to be quite intense and stimulating. While the subject matter is politically charged and potentially polarizing, the respondent would likely focus on the scale and energy of the event. She would perceive it as a powerful visual and auditory experience, though not necessarily a ""creative"" or ""novel"" piece of media, as protest footage is a familiar genre.
3. **Explain how you map that reaction to the rating scales:** The high intensity and loud audio map to high scores in ""stimulating,"" ""intense,"" and ""strong sound effects/soundtrack."" The massive crowd size leads to a high ""strong visual"" and ""powerful impact"" score. However, because it is raw footage of a real-world event rather than an artistic production, ""creative"" and ""graphic"" (in the sense of gore or explicit content) remain low. Novelty scores are moderate because while the specific event is unique, the concept of a protest march is common.",6.0,5.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,6.0,4.0,5.0,6.0,5.0,5.0,5.0,3.0,5,5,5,5,5,6,5,5,5,2,2,3,6,5,4,4,4
849,1197,9_96,64,Female,White or Caucasian,5.0,4.0,1.25,5.058823529,2.1176470588235294,"1. The video depicts a large-scale protest or march through a city street, featuring many people carrying signs related to anti-vaccine and anti-mandate sentiments. A drum corps provides a loud, rhythmic accompaniment as the crowd moves past the camera.
2. As a 64-year-old woman with a very low sensation-seeking score (1.25), I would likely find this video noisy and somewhat chaotic rather than engaging. I prefer calm and orderly environments, so the loud drumming and large crowds would feel more like a nuisance or a common news report than something exciting or novel.
3. My ratings reflect a lack of interest in high-arousal content. While the sound is loud (stimulating), the overall experience is not creative, unique, or emotionally moving to me. I would perceive the visuals and the event as quite ordinary and undramatic.",5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,2,2,2,1,2,3,3,4,2,1,1,1,3,3,2,2,2
853,1197,9_96,31,Male,White or Caucasian,3.0,2.0,2.5,4.470588235,3.764705882352941,"1. The video depicts a large-scale protest or march through a city street, featuring numerous participants carrying signs and flags related to anti-vaccine and anti-lockdown sentiments. The audio is dominated by loud chanting, rhythmic drumming, and bagpipes, creating a high-energy, chaotic atmosphere.
2. As a 31-year-old male with a moderate-low sensation-seeking score (2.50), I would likely perceive the video as quite intense and noisy. While the scale of the crowd is impactful, I wouldn't necessarily find the chaos ""exciting"" or ""creative,"" as it feels like a raw, unedited recording of a tense public event. The lack of high sensation-seeking tendencies means I might find the sensory overload (loud drums, shouting) more overwhelming than thrilling.
3. I map this reaction by giving higher scores to items related to sensory intensity (strong visuals, sound, and intensity) and moderate scores to novelty and emotional impact. Items like ""creative"" and ""graphic"" receive low scores because the video is a straightforward recording of a crowd without artistic editing or depicted violence.",5.0,1.0,5.0,5.0,5.0,3.0,3.0,4.0,6.0,3.0,2.0,5.0,5.0,5.0,6.0,7.0,6.0,4,4,4,3,5,4,5,5,5,2,2,2,5,5,3,3,3
879,1197,9_96,29,Female,White or Caucasian,3.0,2.0,3.5,4.941176471,4.0,"1. The video captures a large-scale public protest moving through a modern city street. It features a massive crowd, numerous placards with anti-vaccine and anti-passport slogans, and a loud, rhythmic drum section that provides a constant, driving audio backdrop.
2. A 29-year-old respondent with a moderate sensation-seeking score (3.50) would likely find the video's scale and sensory input (the ""spectacle"" of the crowd and the loud drumming) somewhat engaging. While protest footage is relatively common on social media, the sheer density of this specific event creates a sense of intensity and impact that aligns with her slightly above-average preference for stimulation.
3. The ratings are mapped to reflect the high sensory density of the video. ""Strong visuals"" and ""strong soundtrack/sound effects"" are rated higher due to the massive crowd and the prominent drums. ""Intense,"" ""dramatic,"" and ""powerful impact"" receive higher scores because of the scale of the demonstration. ""Novelty"" and ""creativity"" are rated lower as the video is a standard handheld recording of a real-world event, and ""graphic"" is low because no violence or disturbing imagery is shown.",5.0,5.0,6.0,5.0,5.0,6.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,4,4,4,5,5,5,5,5,2,2,3,5,5,3,3,4
881,1197,9_96,31,Male,White or Caucasian,6.0,4.0,3.375,4.647058824,3.5294117647058822,"1. **Video Characteristics:** The video captures a large-scale protest march through a modern city street. It features a high density of people carrying various signs (notably anti-vaccine and anti-passport slogans), flags, and musical instruments like drums and bagpipes. The audio is dominated by the rhythmic drumming and the general roar of the crowd. The camera remains relatively steady as the massive procession moves toward and past the viewer.
2. **Respondent Reaction:** As a 31-year-old male with a graduate degree and a moderate sensation-seeking score (3.38), I would likely view this with a mix of analytical detachment and sensory interest. The scale of the event is visually impressive and the audio is quite loud and rhythmic, which satisfies a need for moderate stimulation. However, given my educational background, I would likely perceive the content as a familiar social phenomenon rather than something groundbreaking or highly creative. I would recognize the intensity of the crowd's energy without necessarily being emotionally swayed or ""wowed"" by the production itself.
3. **Mapping to Ratings:** The high volume of the drums and the sheer number of people lead to higher scores for ""strong visuals,"" ""strong sound effects,"" and ""intensity."" The ""novelty"" and ""uniqueness"" scores are lower because protest footage is a common sight in news and social media. ""Graphic"" and ""creative"" scores are low because the video is a straightforward recording of an event without explicit content or artistic editing. ""Emotional"" and ""arousing"" scores are moderate, reflecting the energy of the scene but tempered by a more clinical, educated perspective.",5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,6.0,6.0,3.0,5.0,4.0,5.0,5.0,4.0,4,4,3,4,3,4,5,5,4,2,2,2,4,5,3,3,3
883,1197,9_96,36,Female,White or Caucasian,3.0,3.0,3.0,2.823529412,3.8823529411764706,"1. The video depicts a large-scale protest or march through a city street, characterized by a high density of people, numerous placards with political messages (specifically anti-vaccine/anti-passport), and a very loud, rhythmic soundtrack of drumming and chanting. The visual environment is an urban canyon with modern buildings and construction equipment.
2. As a 36-year-old with a moderate sensation-seeking score (3.00), I would find the video quite stimulating and intense due to the sheer volume of the crowd and the persistent, loud drumming. While protests are a known social phenomenon, the scale and the raw energy captured in this specific clip provide a significant level of sensory input without being overwhelming or ""extreme.""
3. The ratings reflect the high level of auditory and visual stimulation (intense, strong visuals, strong sound effects) and the dramatic nature of a mass gathering. However, because this is a documentary-style recording of a public event rather than a scripted or artistic piece, it scores lower on ""creative"" and ""graphic"" scales. The novelty is moderate as protest footage is relatively common on social media, though the scale of this one is notable.",1.0,1.0,3.0,1.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,1.0,2.0,3.0,2.0,4.0,3.0,4,4,4,4,4,5,5,5,5,2,2,3,5,4,3,3,4
811,1195,9_94,55,Female,White or Caucasian,4.0,5.0,2.0,1.0,1.7058823529411764,"1. The video is a short, standard social media reel featuring a woman lip-syncing to a popular audio clip about the importance of ""practice"" in overcoming imposter syndrome. It uses a common ""talking head"" format with text overlays.
2. As a 55-year-old woman with a low sensation-seeking score (2.00), I would likely find this video mildly informative or relatable in a professional context, but I would not find it exciting, novel, or visually stimulating. The format is one I have seen many times before.
3. Because the video lacks high-intensity visuals, dramatic sound effects, or a unique presentation style, I will rate it very low on all sensationalism scales. The impact is minimal, and the production is basic.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2
816,1195,9_94,24,Female,Black or African American,6.0,4.0,3.625,3.0,2.411764705882353,"1. The video addresses a common professional struggle—imposter syndrome and fear in business—using a popular trending audio clip that emphasizes ""practice"" as the solution. The visual is a simple close-up of the creator lip-syncing.
2. As a 24-year-old Black female professional with a graduate degree, I find the topic highly relatable and relevant to my career stage. However, the format is a very standard Instagram Reel style that I see frequently, so while the message is good, the delivery isn't particularly novel or intense.
3. I am mapping the relatable subject matter to moderate scores in ""emotional"" and ""involving"" categories. Because the video lacks high-energy production, action, or unique visuals, I am giving lower scores to the ""dramatic,"" ""graphic,"" ""intense,"" and ""novelty"" categories. My moderate sensation-seeking score means I appreciate the message but recognize the low sensory stimulation of the content.",5.0,5.0,2.0,4.0,5.0,6.0,2.0,1.0,3.0,1.0,5.0,2.0,2.0,1.0,2.0,3.0,2.0,4,2,4,3,3,3,2,2,2,1,3,1,2,3,2,2,2
836,1195,9_94,70,Male,White or Caucasian,3.0,3.0,1.375,3.058823529,1.0,"1. The video consists of a woman lip-syncing to a pre-recorded audio track about the importance of practice in business. It features a simple, static camera angle and basic text overlays, which is a very common format on social media.
2. As a 70-year-old male with a very low sensation-seeking score (1.38), I find this type of content to be mundane and unengaging. It lacks the depth or traditional presentation style that I would find interesting or impactful.
3. Given my preference for low-stimulation and familiar content, and the fact that this video contains no dramatic, intense, or visually striking elements, I have rated all categories at the lowest end of the scale.",1.0,1.0,2.0,4.0,5.0,1.0,4.0,4.0,5.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
843,1195,9_94,70,Male,Asian,6.0,4.0,1.375,2.0,1.0,"1. The video consists of a woman lip-syncing to a brief audio clip about ""practice"" being the solution to imposter syndrome and fear in business. It uses a common social media format where text overlays pose a question and the audio provides a humorous or pointed answer.
2. As a 70-year-old male with a graduate degree and a very low sensation-seeking score (1.38), I find this video to be quite trivial and unstimulating. The format is repetitive and lacks the depth or intellectual rigor I typically value. It does not evoke any emotional response or excitement.
3. Because the video is low-energy, lacks visual or auditory complexity, and follows a very standard social media trend, I have mapped nearly all attributes to the lowest end of the scale. There is no drama, intensity, or novelty here that would register as ""sensational"" to someone with my demographic profile and preferences.",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
853,1195,9_94,31,Male,White or Caucasian,3.0,2.0,2.5,3.294117647,1.7058823529411764,"1. The video is a short, motivational clip featuring a woman addressing the topic of imposter syndrome and fear in business. She uses a popular audio track that emphasizes ""practice"" as the solution to being ""naturally gifted."" The visual is a simple close-up of her face with text overlays.
2. As a 31-year-old male with a moderate-low sensation-seeking score (2.50), I would likely find this video somewhat relatable but ultimately unexciting. The format is very common on social media, and the message, while practical, lacks any high-energy or visually stimulating elements that would trigger a strong reaction.
3. Because the video relies on a standard ""talking head"" format and a common audio clip, it scores low on novelty and uniqueness. The lack of action, intense music, or dramatic visuals results in low scores for emotional arousal and dramatic impact. It is a calm, informative piece of content rather than a sensational one.",3.0,1.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,1.0,5.0,2.0,4.0,1.0,3.0,4.0,3.0,2,1,2,2,2,2,1,2,1,1,3,1,1,2,2,2,2
864,1195,9_94,27,Female,White or Caucasian,4.0,5.0,3.25,2.235294118,2.3529411764705883,"1. The video is a typical Instagram Reel featuring a woman lip-syncing to a popular audio clip about the importance of practice over innate talent, specifically addressing imposter syndrome in business. The visual is a simple close-up with text overlay.
2. As a 27-year-old female with a moderate sensation-seeking score (3.25) and a high household income, I likely find the topic of imposter syndrome and business growth highly relatable and relevant to my professional life. However, I am also very familiar with this format of social media content, so it doesn't strike me as particularly novel or intense.
3. I would rate the video as moderately involving and creative because it applies a trending audio to a specific, relatable niche. However, because it lacks high-production value, intense action, or a unique format, the scores for novelty, dramatic impact, and physical arousal will be on the lower end of the scale.",1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3,2,4,2,3,3,2,2,2,1,4,1,2,3,2,2,2
885,1195,9_94,52,Female,White or Caucasian,4.0,2.0,1.875,2.470588235,1.1176470588235294,"1. The video is a short, simple clip of a woman lip-syncing to a pre-recorded audio track about the importance of practice in overcoming imposter syndrome. It uses a standard social media format with text overlays and a common motivational message.
2. As a 52-year-old woman with a low sensation-seeking score (1.88), I tend to prefer content that is straightforward and calm. I find this video to be very ordinary and unexciting. While the message is practical, the delivery is a common trend that lacks any real intensity, novelty, or emotional depth.
3. Because the video lacks dramatic visuals, intense sound, or a unique presentation, I am mapping my reaction to the lowest end of the sensation scales. Most items will be rated as a 1, with slight increases for ""creative"" and ""involving"" only because the message is relatable to professional life, though the execution is not particularly impactful.",4.0,1.0,5.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1
899,1195,9_94,55,Female,White or Caucasian,3.0,3.0,2.25,2.411764706,1.588235294117647,"1. The video features a woman addressing the topic of overcoming fear and imposter syndrome in business. She uses a trending audio clip where a voice asks how someone is so good, and she repeatedly answers ""practice"" to emphasize that success comes from effort rather than innate magic. The visuals are simple, consisting of a close-up of her face with text overlays.
2. As a 55-year-old woman with a lower sensation-seeking score (2.25), I find this video to be straightforward and practical but not particularly exciting or stimulating. The message is relatable and positive, but the presentation is very standard for social media and lacks any high-intensity elements or dramatic flair.
3. Because the video is a simple talking-head format with a common motivational message, I will rate the novelty and dramatic impact items very low. The emotional arousal items will also be low, as the video is informative rather than evocative or thrilling. The visuals and sound are clear but not ""strong"" or ""intense"" in a sensational way.",2.0,2.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2,1,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2
905,1195,9_94,49,Female,White or Caucasian,3.0,3.0,2.75,1.647058824,2.235294117647059,"1. The video features a woman addressing a common business challenge—imposter syndrome and fear—using a popular audio clip that emphasizes ""practice"" as the solution. It is a standard talking-head style video with text overlays, typical of motivational content on social media.
2. As a 49-year-old woman with a moderate-to-low sensation-seeking score (2.75), I find the message relatable and practical, but the presentation itself is not particularly exciting or intense. It’s a helpful reminder, but it doesn't evoke a strong physical or emotional reaction.
3. Because the video follows a common social media trend and lacks high-energy visuals or dramatic production, the ratings for novelty, intensity, and arousal will be on the lower end of the scale. The ""graphic"" and ""goosebump"" categories will be at the minimum, as there is nothing visceral or deeply moving about the clip.",2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,3,2,3,2,3,2,2,3,2,1,3,1,2,3,2,2,2
