participant_id,video_id,survey_batch_id,age,gender,race,education,income,sen_seek,human_perceived_msv,predicted_msv,human_emotional,human_arousing,human_involving,human_exciting,human_powerful_impact,human_stimulating,human_strong_visual,human_strong_soundeffect,human_dramatic,human_graphic,human_creative,human_goosebump,human_intense,human_strong_soundtrack,human_novel,human_unique,human_unusual,ai_emotional,ai_arousing,ai_involving,ai_exciting,ai_powerful_impact,ai_stimulating,ai_strong_visual,ai_strong_soundeffect,ai_dramatic,ai_graphic,ai_creative,ai_goosebump,ai_intense,ai_strong_soundtrack,ai_novel,ai_unique,ai_unusual
773,999,8_25,36,Male,White or Caucasian,5.0,5.0,2.0,4.588235294,3.9411764705882355,5.0,4.0,7.0,4.0,4.0,5.0,6.0,4.0,7.0,6.0,2.0,5.0,6.0,1.0,4.0,4.0,4.0,4,4,3,3,5,4,5,4,5,6,2,3,6,2,4,3,4
774,1038,8_60,38,Female,White or Caucasian,5.0,6.0,3.5,4.647058824,2.588235294117647,6.0,5.0,4.0,6.0,6.0,6.0,4.0,4.0,6.0,4.0,3.0,5.0,4.0,6.0,4.0,2.0,4.0,3,2,3,3,2,3,3,2,2,2,4,1,2,3,3,3,3
775,1006,8_31,63,Female,White or Caucasian,6.0,6.0,3.125,4.0,5.294117647058823,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6,4,5,4,6,4,5,3,6,4,7,5,5,5,7,7,7
776,995,8_21,51,Female,Black or African American,6.0,4.0,4.125,2.882352941,3.2941176470588234,1.0,4.0,4.0,4.0,1.0,4.0,6.0,1.0,5.0,6.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,2,4,4,5,3,5,6,3,2,3,4,1,3,5,2,2,2
777,980,8_116,36,Male,Black or African American,3.0,1.0,2.375,4.058823529,2.5294117647058822,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,2,3,2,2,2,4,3,2,2,3,1,2,4,3,3,3
780,1016,8_40,43,Male,White or Caucasian,3.0,1.0,1.0,4.941176471,1.588235294117647,6.0,3.0,5.0,5.0,6.0,5.0,6.0,4.0,4.0,1.0,5.0,4.0,4.0,5.0,7.0,7.0,7.0,4,1,2,1,1,1,2,1,1,1,2,1,1,2,2,2,2
782,995,8_21,48,Male,Black or African American,5.0,3.0,1.875,5.176470588,2.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,4.0,6.0,7.0,4.0,5.0,1.0,6.0,4.0,5.0,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2
783,1040,8_62,36,Female,Other,5.0,1.0,3.125,3.764705882,3.1176470588235294,1.0,3.0,6.0,5.0,4.0,6.0,5.0,1.0,7.0,1.0,5.0,1.0,4.0,7.0,5.0,2.0,1.0,2,3,3,4,3,4,5,3,2,2,4,1,4,5,3,3,2
789,1006,8_31,42,Male,White or Caucasian,3.0,4.0,3.625,4.705882353,5.117647058823529,6.0,5.0,6.0,2.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,3.0,6.0,6.0,5.0,5.0,6,4,5,5,6,5,5,3,6,4,6,4,5,5,6,6,6
789,999,8_25,42,Male,White or Caucasian,3.0,4.0,3.625,5.176470588,4.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,1.0,6.0,7.0,6.0,1.0,7.0,1.0,4.0,6.0,6.0,3,5,4,5,5,5,3,2,6,5,2,3,6,2,4,3,5
790,1016,8_40,42,Male,White or Caucasian,2.0,1.0,3.125,2.411764706,2.7058823529411766,4.0,5.0,4.0,3.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,5,2,4,2,3,2,5,2,2,1,3,2,1,3,3,3,3
792,995,8_21,30,Male,Asian,6.0,5.0,2.5,3.058823529,1.9411764705882353,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,2,2,2,2,2,2,3,2,1,2,2,1,1,3,2,2,2
792,1038,8_60,30,Male,Asian,6.0,5.0,2.5,3.647058824,2.2941176470588234,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3,2,3,2,2,2,3,2,3,2,3,1,2,3,2,2,2
796,1016,8_40,40,Male,Asian,5.0,4.0,2.0,2.058823529,2.2941176470588234,3.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,5,2,3,2,2,2,4,2,2,1,3,1,1,3,2,2,2
801,995,8_21,50,Male,Black or African American,5.0,2.0,1.0,3.470588235,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
802,999,8_25,31,Male,"White or Caucasian,Black or African American,American Indian/Native American or Alaska Native",4.0,5.0,3.25,4.823529412,4.352941176470588,5.0,1.0,4.0,6.0,7.0,7.0,3.0,1.0,7.0,6.0,4.0,4.0,7.0,1.0,6.0,7.0,6.0,3,5,4,6,6,5,6,2,6,6,2,3,7,1,4,4,4
803,1004,8_3,51,Male,White or Caucasian,6.0,6.0,3.375,2.411764706,1.8235294117647058,1.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,6.0,6.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,2,2,3,2,2,2,2,1,2,1,2,1,2,1,2,2,2
805,1004,8_3,33,Female,Black or African American,5.0,6.0,1.0,1.0,1.1764705882352942,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1
805,1040,8_62,33,Female,Black or African American,5.0,6.0,1.0,2.411764706,1.3529411764705883,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1
807,1097,9_113,19,Female,Black or African American,3.0,2.0,3.5,3.764705882,1.8823529411764706,3.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,2.0,3.0,2,2,2,2,2,2,2,1,2,1,2,1,1,4,2,2,2
807,1197,9_96,19,Female,Black or African American,3.0,2.0,3.5,4.176470588,4.294117647058823,4.0,6.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,5,5,4,4,5,5,5,6,5,2,3,3,5,6,3,3,4
808,1130,9_35,32,Female,White or Caucasian,5.0,6.0,3.875,2.470588235,1.8823529411764706,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3,2,2,2,1,2,4,2,1,1,2,1,1,2,2,2,2
811,1195,9_94,55,Female,White or Caucasian,4.0,5.0,2.0,1.0,1.7647058823529411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,3,2,2,2,2,1,2,1,3,1,1,1,2,2,2
812,1187,9_87,33,Female,Other,4.0,3.0,2.625,4.117647059,3.6470588235294117,4.0,3.0,5.0,3.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,6.0,4.0,4,2,4,2,5,3,5,2,3,2,6,1,2,3,6,6,6
813,1114,9_20,51,Female,White or Caucasian,4.0,4.0,1.375,5.294117647,1.7647058823529411,6.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,4.0,6.0,3.0,5.0,6.0,4.0,2,1,2,2,1,1,4,1,2,1,2,1,1,1,3,2,3
814,1119,9_25,57,Male,White or Caucasian,5.0,3.0,1.625,4.235294118,5.176470588235294,6.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,6,3,5,5,6,4,7,4,7,2,7,5,4,5,6,6,6
814,1091,9_108,57,Male,White or Caucasian,5.0,3.0,1.625,1.882352941,1.6470588235294117,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,1,2,1,1,1,3,1,2,1,2,1,1,3,2,2,2
815,1114,9_20,24,Male,White or Caucasian,3.0,5.0,3.0,4.176470588,2.1176470588235294,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,2,2,2,3,2,2,5,2,3,1,2,1,2,1,2,2,2
815,1130,9_35,24,Male,White or Caucasian,3.0,5.0,3.0,4.764705882,2.1176470588235294,6.0,4.0,4.0,6.0,5.0,5.0,3.0,4.0,5.0,4.0,6.0,4.0,5.0,5.0,6.0,4.0,5.0,3,2,2,2,2,2,4,3,2,1,3,1,1,2,2,2,2
816,1187,9_87,24,Female,Black or African American,6.0,4.0,3.625,4.941176471,4.0588235294117645,5.0,2.0,7.0,6.0,6.0,5.0,7.0,1.0,5.0,4.0,6.0,3.0,6.0,3.0,7.0,6.0,5.0,4,3,4,3,5,4,5,2,4,3,6,2,3,3,6,6,6
816,1195,9_94,24,Female,Black or African American,6.0,4.0,3.625,3.0,2.5294117647058822,5.0,5.0,2.0,4.0,5.0,6.0,2.0,1.0,3.0,1.0,5.0,2.0,2.0,1.0,2.0,3.0,2.0,3,2,4,3,4,3,2,2,2,1,4,1,2,2,3,3,2
818,1087,9_104,66,Male,White or Caucasian,5.0,5.0,1.5,3.235294118,2.1176470588235294,4.0,2.0,2.0,3.0,6.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,6.0,3.0,5.0,3.0,4,2,3,2,3,2,2,1,3,1,2,1,2,2,2,2,2
818,1091,9_108,66,Male,White or Caucasian,5.0,5.0,1.5,2.0,1.6470588235294117,1.0,1.0,1.0,1.0,2.0,6.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,2,1,2,1,1,1,3,1,2,1,2,1,1,3,2,2,2
819,1088,9_105,22,Female,"White or Caucasian,Asian",5.0,2.0,3.625,4.705882353,3.764705882352941,5.0,7.0,2.0,5.0,4.0,6.0,6.0,3.0,4.0,1.0,3.0,5.0,5.0,5.0,7.0,7.0,5.0,3,5,4,5,4,5,5,4,3,2,4,2,4,5,3,3,3
821,1132,9_37,29,Female,Asian,3.0,1.0,2.0,5.176470588,2.9411764705882355,6.0,4.0,6.0,5.0,6.0,6.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5,2,4,2,4,3,3,2,4,1,3,2,2,2,4,4,3
821,1097,9_113,29,Female,Asian,3.0,1.0,2.0,3.470588235,2.0,4.0,4.0,3.0,4.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,2.0,3.0,4.0,3.0,2.0,2.0,2,2,2,2,2,2,3,1,2,1,2,1,2,4,2,2,2
822,1177,9_78,44,Female,Black or African American,3.0,1.0,2.25,,2.4705882352941178,,,,,,,,,,,,,,,,,,6,2,5,1,5,2,1,1,2,1,2,3,2,3,2,2,2
824,1197,9_96,59,Female,White or Caucasian,6.0,6.0,1.5,3.882352941,1.9411764705882353,4.0,5.0,6.0,3.0,5.0,5.0,4.0,5.0,5.0,2.0,2.0,1.0,5.0,4.0,3.0,4.0,3.0,2,2,2,2,2,2,3,3,2,1,1,1,2,2,2,2,2
824,1187,9_87,59,Female,White or Caucasian,6.0,6.0,1.5,3.529411765,3.4705882352941178,5.0,5.0,5.0,2.0,5.0,5.0,4.0,3.0,5.0,1.0,2.0,1.0,4.0,2.0,3.0,5.0,3.0,3,2,4,2,4,3,5,2,3,2,5,1,2,3,6,6,6
827,1186,9_86,32,Male,White or Caucasian,5.0,3.0,4.0,1.588235294,1.7647058823529411,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2,2,3,2,2,2,1,1,3,1,1,1,2,1,2,2,2
827,1088,9_105,32,Male,White or Caucasian,5.0,3.0,4.0,3.352941176,4.588235294117647,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,1.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,4,5,5,6,5,6,5,5,4,3,4,3,5,6,4,4,4
828,1097,9_113,29,Male,White or Caucasian,4.0,3.0,1.625,3.235294118,1.7647058823529411,3.0,4.0,2.0,3.0,3.0,4.0,5.0,1.0,6.0,1.0,4.0,3.0,1.0,6.0,3.0,3.0,3.0,2,2,2,2,1,2,3,1,1,1,2,1,1,3,2,2,2
830,1087,9_104,21,Female,White or Caucasian,3.0,5.0,4.375,4.941176471,3.9411764705882355,7.0,4.0,7.0,4.0,6.0,5.0,3.0,3.0,7.0,3.0,4.0,4.0,5.0,6.0,5.0,7.0,4.0,6,4,6,2,6,4,2,2,6,2,3,5,5,5,3,3,3
830,1177,9_78,21,Female,White or Caucasian,3.0,5.0,4.375,2.647058824,1.4705882352941178,5.0,2.0,5.0,4.0,2.0,4.0,2.0,1.0,6.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,4,2,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1
832,1186,9_86,56,Male,White or Caucasian,6.0,6.0,3.0,3.294117647,1.7058823529411764,4.0,5.0,4.0,4.0,3.0,5.0,2.0,1.0,5.0,2.0,3.0,1.0,4.0,1.0,4.0,4.0,4.0,2,2,3,2,2,2,1,1,2,1,1,1,2,1,2,2,2
832,1119,9_25,56,Male,White or Caucasian,6.0,6.0,3.0,4.823529412,5.705882352941177,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,4.0,4.0,5.0,6.0,5.0,6,5,5,6,6,6,7,5,6,4,7,5,5,6,6,6,6
832,1132,9_37,56,Male,White or Caucasian,6.0,6.0,3.0,5.058823529,2.9411764705882355,5.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,5,2,4,2,4,3,3,2,3,1,3,2,2,2,4,4,4
832,1114,9_20,56,Male,White or Caucasian,6.0,6.0,3.0,1.0,2.2941176470588234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2,2,2,3,4,2,2,2,2,1,2,2,3,3,3
833,1130,9_35,56,Female,Asian,6.0,6.0,2.375,4.529411765,2.1176470588235294,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4,2,3,2,2,2,3,3,1,1,3,1,1,2,2,2,2
833,1132,9_37,56,Female,Asian,6.0,6.0,2.375,4.176470588,3.1176470588235294,6.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,1.0,4.0,4.0,3.0,5,3,4,2,4,3,3,2,4,1,3,2,2,3,4,4,4
833,1163,9_65,56,Female,Asian,6.0,6.0,2.375,5.470588235,2.5294117647058822,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,4,2,3,2,3,2,2,3,2,1,4,1,2,3,3,3,3
834,1187,9_87,43,Male,White or Caucasian,6.0,6.0,1.625,4.117647059,3.176470588235294,2.0,4.0,4.0,4.0,5.0,3.0,7.0,4.0,6.0,4.0,5.0,1.0,3.0,4.0,5.0,4.0,5.0,3,2,3,2,4,3,4,2,3,2,5,1,2,3,5,5,5
836,1091,9_108,70,Male,White or Caucasian,3.0,3.0,1.375,2.235294118,1.6470588235294117,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,2,1,2,1,1,1,3,1,2,1,2,1,1,3,2,2,2
836,1195,9_94,70,Male,White or Caucasian,3.0,3.0,1.375,3.058823529,1.2352941176470589,1.0,1.0,2.0,4.0,5.0,1.0,4.0,4.0,5.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2
837,1088,9_105,45,Female,,3.0,,3.25,3.411764706,3.823529411764706,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4,5,4,5,4,5,5,4,3,2,4,2,4,5,3,3,3
837,1197,9_96,45,Female,,3.0,,3.25,5.352941176,4.0588235294117645,6.0,5.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,6.0,4.0,5.0,6.0,5.0,5.0,5.0,3.0,4,5,4,4,4,5,5,6,5,2,3,3,5,5,3,3,3
838,1119,9_25,32,Female,White or Caucasian,3.0,2.0,3.625,5.235294118,5.882352941176471,2.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,5.0,7.0,7.0,1.0,5.0,5.0,5.0,6.0,6.0,6,6,5,7,6,6,7,5,7,4,7,6,6,6,5,6,5
838,1114,9_20,32,Female,White or Caucasian,3.0,2.0,3.625,1.0,3.823529411764706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,4,5,3,5,6,2,3,4,3,2,4,2,5,5,5
839,1087,9_104,62,Male,White or Caucasian,2.0,3.0,4.25,5.176470588,3.3529411764705883,5.0,3.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,2.0,5.0,4.0,6.0,7.0,6.0,6,3,5,2,5,4,2,1,5,1,3,4,4,2,4,3,3
841,1177,9_78,42,Male,White or Caucasian,2.0,3.0,2.875,2.235294118,1.8235294117647058,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,4,2,3,1,3,2,1,1,2,1,2,1,1,1,2,2,2
842,1097,9_113,40,Male,Black or African American,5.0,4.0,2.75,2.705882353,1.9411764705882353,1.0,2.0,1.0,1.0,1.0,2.0,5.0,5.0,7.0,6.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,2,2,2,2,2,2,3,1,2,1,2,1,1,4,2,2,2
842,1130,9_35,40,Male,Black or African American,5.0,4.0,2.75,2.529411765,2.176470588235294,2.0,2.0,1.0,3.0,2.0,3.0,5.0,5.0,6.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,3,2,3,2,2,2,3,3,2,1,4,1,1,2,2,2,2
843,1087,9_104,70,Male,Asian,6.0,4.0,1.375,5.882352941,2.0588235294117645,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4,2,3,2,3,2,2,1,2,1,2,1,2,2,2,2,2
843,1195,9_94,70,Male,Asian,6.0,4.0,1.375,2.0,1.5294117647058822,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2
843,1177,9_78,70,Male,Asian,6.0,4.0,1.375,4.764705882,1.2941176470588236,5.0,5.0,5.0,6.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,6.0,5.0,2.0,5.0,6.0,5.0,3,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1
843,1097,9_113,70,Male,Asian,6.0,4.0,1.375,5.647058824,1.1176470588235294,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,5.0,6.0,6.0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1
844,1091,9_108,46,Male,White or Caucasian,5.0,6.0,1.875,2.647058824,1.6470588235294117,2.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,5.0,2,1,2,1,1,1,3,1,2,1,2,1,1,3,2,2,2
845,1177,9_78,35,Male,White or Caucasian,5.0,3.0,3.25,1.117647059,1.4705882352941178,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,2,1,2,1,1,1,1,1,2,1,1,1,2,2,1
846,1186,9_86,60,Female,White or Caucasian,4.0,5.0,2.5,2.647058824,1.8823529411764706,4.0,2.0,2.0,2.0,4.0,1.0,3.0,4.0,1.0,4.0,4.0,1.0,2.0,4.0,3.0,2.0,2.0,2,2,3,2,2,2,2,1,3,1,2,1,2,1,2,2,2
847,1132,9_37,36,Male,White or Caucasian,2.0,1.0,2.5,3.058823529,3.0588235294117645,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0,4.0,3.0,3.0,5,3,4,2,4,3,3,2,4,1,3,2,2,2,4,4,4
848,1163,9_65,59,Female,White or Caucasian,3.0,3.0,2.125,5.764705882,2.176470588235294,6.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,1.0,7.0,3.0,6.0,7.0,6.0,5.0,6.0,3,2,3,2,2,2,3,2,2,1,3,1,2,3,2,2,2
849,1163,9_65,64,Female,White or Caucasian,5.0,4.0,1.25,4.411764706,1.588235294117647,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,2,1,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2
849,1197,9_96,64,Female,White or Caucasian,5.0,4.0,1.25,5.058823529,2.588235294117647,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,2,2,2,2,3,2,4,5,3,2,2,1,4,4,2,2,2
850,1091,9_108,35,Male,White or Caucasian,2.0,3.0,1.625,3.117647059,2.1176470588235294,5.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,6.0,3.0,5.0,2.0,2.0,2.0,6.0,5.0,3.0,3,2,2,2,2,2,3,1,2,1,3,1,2,4,2,2,2
852,1114,9_20,26,Female,White or Caucasian,5.0,1.0,3.0,3.411764706,2.176470588235294,5.0,1.0,6.0,4.0,1.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,7.0,1.0,5.0,6.0,7.0,3,2,2,2,2,2,5,1,4,2,2,1,2,1,2,2,2
853,1114,9_20,31,Male,White or Caucasian,3.0,2.0,2.5,2.470588235,2.176470588235294,5.0,1.0,3.0,3.0,2.0,3.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,2,2,2,2,2,2,4,2,2,1,2,1,2,2,3,3,3
853,1197,9_96,31,Male,White or Caucasian,3.0,2.0,2.5,4.470588235,2.5294117647058822,5.0,1.0,5.0,5.0,5.0,3.0,3.0,4.0,6.0,3.0,2.0,5.0,5.0,5.0,6.0,7.0,6.0,3,3,2,2,3,2,4,4,4,1,2,1,3,3,2,2,2
853,1195,9_94,31,Male,White or Caucasian,3.0,2.0,2.5,3.294117647,2.0588235294117645,3.0,1.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,1.0,5.0,2.0,4.0,1.0,3.0,4.0,3.0,2,2,3,2,2,2,2,2,2,1,3,1,2,2,3,2,2
854,1119,9_25,58,Female,"White or Caucasian,American Indian/Native American or Alaska Native",3.0,1.0,1.125,6.352941176,5.294117647058823,6.0,7.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,2.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7,3,5,4,6,3,7,5,6,4,7,6,3,6,6,6,6
854,1186,9_86,58,Female,"White or Caucasian,American Indian/Native American or Alaska Native",3.0,1.0,1.125,1.176470588,1.2941176470588236,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1
856,1132,9_37,66,Male,White or Caucasian,6.0,6.0,1.875,4.941176471,2.4705882352941178,6.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,6.0,4.0,5.0,5.0,5.0,2.0,5.0,6.0,5.0,4,2,3,2,3,2,3,2,3,1,3,1,2,2,3,3,3
859,1187,9_87,67,Female,White or Caucasian,4.0,1.0,2.375,4.823529412,3.9411764705882355,6.0,1.0,6.0,5.0,6.0,3.0,7.0,3.0,6.0,5.0,5.0,4.0,5.0,6.0,4.0,6.0,4.0,5,2,4,2,5,3,5,2,4,3,6,2,3,3,6,6,6
860,1088,9_105,38,Male,White or Caucasian,5.0,5.0,4.0,4.176470588,4.294117647058823,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4,5,5,6,4,6,5,4,3,2,4,3,5,5,4,4,4
862,1130,9_35,50,Female,White or Caucasian,5.0,3.0,2.0,4.117647059,2.176470588235294,4.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,4.0,5.0,2.0,3.0,5.0,4.0,5.0,5.0,4,2,3,2,2,2,3,3,2,1,3,1,1,2,2,2,2
863,1130,9_35,42,Female,White or Caucasian,5.0,5.0,2.0,1.352941176,2.176470588235294,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4,2,3,2,2,2,3,3,2,1,3,1,1,2,2,2,2
864,1195,9_94,27,Female,White or Caucasian,4.0,5.0,3.25,2.235294118,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2,3,2,2,2,2,2,2,1,3,1,2,2,2,2,2
864,1088,9_105,27,Female,White or Caucasian,4.0,5.0,3.25,4.823529412,4.0588235294117645,4.0,5.0,6.0,6.0,5.0,5.0,6.0,3.0,4.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,4.0,4,5,4,5,4,5,5,4,3,3,4,3,4,5,4,4,3
868,1091,9_108,68,Male,White or Caucasian,5.0,2.0,3.125,2.647058824,2.1176470588235294,2.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3,2,2,2,2,2,3,1,2,1,3,1,2,4,2,2,2
870,1114,9_20,21,Female,"White or Caucasian,Black or African American",3.0,2.0,2.125,3.294117647,2.3529411764705883,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,6.0,3.0,2.0,5.0,2.0,6.0,3.0,3.0,5.0,3,2,2,2,2,2,4,2,3,2,2,1,2,2,3,3,3
870,1186,9_86,21,Female,"White or Caucasian,Black or African American",3.0,2.0,2.125,3.823529412,1.6470588235294117,3.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,6.0,4.0,4.0,1.0,4.0,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2
870,1088,9_105,21,Female,"White or Caucasian,Black or African American",3.0,2.0,2.125,4.647058824,3.4705882352941178,5.0,6.0,4.0,4.0,7.0,3.0,4.0,4.0,6.0,4.0,6.0,3.0,4.0,4.0,4.0,6.0,5.0,4,4,3,4,3,4,5,4,3,2,3,2,4,5,3,3,3
